Regulon_ID,HRRembrandt,Cox-p-valueRembrandt
43,4.626955456,3.71E-06
2629,4.625260428,3.74E-06
1349,4.614328193,3.94E-06
402,4.613417476,3.96E-06
170,4.612813247,3.97E-06
258,4.612813247,3.97E-06
2716,4.612005681,3.99E-06
1482,4.606760922,4.09E-06
700,4.604663577,4.13E-06
3704,4.601246082,4.20E-06
3656,4.600345454,4.22E-06
1307,4.600239572,4.22E-06
908,4.598281911,4.26E-06
3464,4.591414996,4.40E-06
3030,-4.586314956,4.51E-06
1279,4.585060557,4.54E-06
2911,4.583625664,4.57E-06
2908,4.581170539,4.62E-06
4,4.580845238,4.63E-06
34,4.580652702,4.64E-06
1790,4.576210375,4.73E-06
1107,-4.573095604,4.81E-06
3537,-4.572715658,4.81E-06
3295,4.570669261,4.86E-06
190,4.56879027,4.91E-06
2618,-4.568079834,4.92E-06
1114,4.566675942,4.96E-06
69,4.566345962,4.96E-06
1088,4.566345962,4.96E-06
1337,-4.565050396,4.99E-06
2962,4.559594505,5.13E-06
549,4.55718131,5.18E-06
3003,4.553718675,5.27E-06
836,4.549919131,5.37E-06
59,4.54932843,5.38E-06
1160,4.543061911,5.54E-06
3541,-4.541151117,5.59E-06
546,4.54007763,5.62E-06
3179,4.539262475,5.65E-06
301,4.538423011,5.67E-06
477,4.538423011,5.67E-06
1403,4.538423011,5.67E-06
806,4.538423011,5.67E-06
212,4.535897878,5.74E-06
628,4.529982738,5.90E-06
2842,4.529982738,5.90E-06
3027,4.523436058,6.08E-06
1053,4.52137062,6.14E-06
291,4.519621326,6.20E-06
2823,4.507698422,6.55E-06
3026,4.505853546,6.61E-06
2917,-4.505362445,6.63E-06
2964,-4.496273774,6.92E-06
133,4.492832113,7.03E-06
2404,4.489793642,7.13E-06
3017,4.483196852,7.35E-06
524,4.481290809,7.42E-06
326,4.47812733,7.53E-06
1265,4.477792801,7.54E-06
290,4.477740323,7.54E-06
697,4.476607205,7.58E-06
778,4.476607205,7.58E-06
1273,4.476607205,7.58E-06
1538,4.476607205,7.58E-06
2423,4.476607205,7.58E-06
2718,4.476607205,7.58E-06
3170,4.476607205,7.58E-06
3215,4.474782614,7.65E-06
357,4.47258466,7.73E-06
1332,4.467556079,7.91E-06
3151,4.464633255,8.02E-06
436,4.463419221,8.07E-06
1231,4.462448687,8.10E-06
2625,4.461670639,8.13E-06
3647,4.459404332,8.22E-06
144,4.458450973,8.26E-06
2332,4.45286529,8.47E-06
767,4.449258555,8.62E-06
1427,4.439881651,9.00E-06
790,4.439092467,9.03E-06
325,4.436760522,9.13E-06
640,4.434409062,9.23E-06
1091,-4.433844124,9.26E-06
2270,4.430691556,9.39E-06
3587,4.430255055,9.41E-06
505,4.427339799,9.54E-06
2043,4.425583832,9.62E-06
1278,4.422209555,9.77E-06
199,4.422134315,9.77E-06
160,4.414480971,1.01E-05
3660,-4.407571482,1.05E-05
1791,4.407138596,1.05E-05
2951,4.405540223,1.06E-05
787,4.402712137,1.07E-05
2102,4.400675347,1.08E-05
1989,4.398453316,1.09E-05
300,4.398042971,1.09E-05
2384,4.397981483,1.09E-05
2648,4.392671456,1.12E-05
243,4.387666043,1.15E-05
494,4.387666043,1.15E-05
627,4.378979289,1.19E-05
1740,4.378012196,1.20E-05
390,4.372571318,1.23E-05
3332,4.370755469,1.24E-05
1158,-4.369517852,1.25E-05
35,4.363544594,1.28E-05
2847,4.361111642,1.29E-05
71,-4.359930397,1.30E-05
1675,-4.358949587,1.31E-05
458,4.358560575,1.31E-05
2412,4.356009232,1.32E-05
3610,4.353584653,1.34E-05
1438,4.351808826,1.35E-05
2526,4.349677673,1.36E-05
3417,4.34672323,1.38E-05
676,4.343084769,1.40E-05
944,4.338408867,1.44E-05
2325,4.337423253,1.44E-05
286,4.33675887,1.45E-05
457,4.333067522,1.47E-05
480,4.332864241,1.47E-05
231,4.332826106,1.47E-05
449,4.329226367,1.50E-05
863,4.328193824,1.50E-05
716,4.32760296,1.51E-05
2506,-4.32223064,1.54E-05
1842,-4.321383719,1.55E-05
80,4.318703571,1.57E-05
2385,4.318703571,1.57E-05
1351,4.316627692,1.58E-05
3066,4.315218046,1.59E-05
1440,4.312395969,1.61E-05
2178,4.30531287,1.67E-05
2504,4.304808999,1.67E-05
1029,-4.303946434,1.68E-05
2835,4.30392047,1.68E-05
3611,4.303435293,1.68E-05
2635,4.303193773,1.68E-05
24,4.30273603,1.69E-05
2330,4.29344244,1.76E-05
1774,4.291660662,1.77E-05
2707,-4.29053811,1.78E-05
2960,4.288697578,1.80E-05
1481,-4.286472375,1.82E-05
1362,4.282546417,1.85E-05
3432,4.27471494,1.91E-05
624,4.271754002,1.94E-05
1373,4.266064814,1.99E-05
2109,-4.263359386,2.01E-05
2910,4.259367087,2.05E-05
1375,4.257662882,2.07E-05
1364,4.256352942,2.08E-05
2653,-4.255964189,2.08E-05
2833,4.254435819,2.10E-05
1294,4.25319665,2.11E-05
1267,4.250759262,2.13E-05
2095,4.237716938,2.26E-05
1272,4.236836035,2.27E-05
1396,4.234913256,2.29E-05
556,4.233290729,2.30E-05
3749,-4.229206198,2.35E-05
246,4.225285938,2.39E-05
3390,4.222645008,2.41E-05
1821,-4.221475247,2.43E-05
2994,4.212043861,2.53E-05
3099,4.207548547,2.58E-05
3108,-4.206423813,2.59E-05
2264,4.200822841,2.66E-05
1051,4.200564753,2.66E-05
866,4.19421268,2.74E-05
3642,4.188152483,2.81E-05
3307,4.184901473,2.85E-05
799,4.184788363,2.85E-05
0,4.178828507,2.93E-05
3051,4.178093256,2.94E-05
3520,4.177143576,2.95E-05
285,4.162277737,3.15E-05
1392,-4.159305766,3.19E-05
3345,4.151747703,3.30E-05
3478,-4.150167022,3.32E-05
985,-4.145725985,3.39E-05
3195,4.14115636,3.46E-05
3680,4.129822358,3.63E-05
3312,4.123350734,3.73E-05
2551,-4.120873791,3.77E-05
2392,4.115698054,3.86E-05
1008,-4.11243052,3.92E-05
341,4.110423825,3.95E-05
2003,4.110423825,3.95E-05
737,4.107377275,4.00E-05
2002,4.105171279,4.04E-05
1521,-4.102681574,4.08E-05
518,4.0919247,4.28E-05
3158,-4.087968067,4.35E-05
2713,4.085073536,4.41E-05
3034,4.082752298,4.45E-05
945,4.079910062,4.51E-05
1501,-4.076195538,4.58E-05
1096,-4.070748932,4.69E-05
2465,4.064071616,4.82E-05
3755,4.06285237,4.85E-05
512,4.060268119,4.90E-05
3648,4.058190168,4.95E-05
1059,-4.052276883,5.07E-05
1306,-4.048646491,5.15E-05
205,-4.048410408,5.16E-05
284,4.047532192,5.18E-05
2108,4.046246955,5.20E-05
1220,4.042852877,5.28E-05
566,4.041355541,5.31E-05
861,4.039395459,5.36E-05
720,4.037225262,5.41E-05
1329,4.035574644,5.45E-05
3672,4.032801533,5.51E-05
2349,4.032801533,5.51E-05
2971,4.031815766,5.53E-05
1504,-4.026405943,5.66E-05
1593,-4.025290078,5.69E-05
1280,4.024124389,5.72E-05
2320,4.018989815,5.84E-05
2174,-4.017939021,5.87E-05
878,-4.01613465,5.92E-05
440,4.011919353,6.02E-05
454,4.006655059,6.16E-05
811,4.006655059,6.16E-05
2362,-4.005704154,6.18E-05
1549,4.003876444,6.23E-05
2406,-4.003815414,6.23E-05
699,-3.98392325,6.78E-05
1540,-3.98392325,6.78E-05
2302,-3.98392325,6.78E-05
3673,-3.98392325,6.78E-05
548,3.982235337,6.83E-05
3361,-3.981620225,6.84E-05
3077,3.980814556,6.87E-05
201,-3.977957453,6.95E-05
1330,3.974341017,7.06E-05
1125,-3.972296375,7.12E-05
1000,-3.971463865,7.14E-05
471,3.969088692,7.21E-05
3462,3.969036913,7.22E-05
2291,-3.967866045,7.25E-05
523,3.967722448,7.26E-05
2173,3.965975551,7.31E-05
1725,3.961741562,7.44E-05
3340,-3.953750905,7.69E-05
975,3.952429384,7.74E-05
1040,3.951935079,7.75E-05
3667,-3.947999429,7.88E-05
1361,-3.946004975,7.95E-05
1996,3.944061473,8.01E-05
2965,-3.943063469,8.04E-05
1436,-3.939053841,8.18E-05
371,-3.93857238,8.20E-05
139,3.936822763,8.26E-05
927,3.932973588,8.39E-05
3422,3.928201344,8.56E-05
389,3.927051159,8.60E-05
2858,3.923096894,8.74E-05
1443,-3.920345551,8.84E-05
1614,-3.913611272,9.09E-05
2891,3.910215407,9.22E-05
3182,-3.902816232,9.51E-05
1061,-3.892469944,9.92E-05
1664,-3.89142954,9.97E-05
631,3.891219518,9.97E-05
1451,-3.885639238,0.000102061
329,-3.885276226,0.000102214
993,3.884531823,0.000102527
401,3.872174449,0.000107869
834,3.868425175,0.000109541
1986,-3.868106674,0.000109684
168,3.867830205,0.000109808
2469,3.86377855,0.000111646
1442,3.863566005,0.000111744
2172,3.862356618,0.000112298
426,3.860822883,0.000113006
723,3.851105014,0.000117586
2271,3.847654186,0.000119254
2905,3.845497632,0.000120308
1519,-3.841869012,0.000122101
1776,-3.84157487,0.000122247
2184,-3.840858674,0.000122605
1185,-3.840756218,0.000122656
1098,3.836880125,0.000124607
2731,3.833023203,0.000126578
3350,-3.829168491,0.000128577
1532,3.82840574,0.000128976
2166,3.827446906,0.000129479
776,3.827446906,0.000129479
568,-3.82328394,0.000131686
3404,3.822242861,0.000132243
555,3.819186327,0.000133893
860,-3.818597525,0.000134213
1175,3.818133568,0.000134465
1820,3.816180623,0.000135533
3662,-3.815002966,0.000136181
2417,-3.810148621,0.000138883
1704,3.80973012,0.000139119
2281,-3.809453207,0.000139274
2720,3.808939179,0.000139564
195,-3.80045613,0.00014443
2633,3.798903104,0.000145338
1368,3.798572646,0.000145532
3029,3.796826217,0.00014656
2358,3.796710388,0.000146629
3632,-3.795956391,0.000147075
3658,-3.793274135,0.000148674
3388,3.79258704,0.000149086
1535,3.788781479,0.000151388
7,-3.788152453,0.000151772
1437,3.786169722,0.000152987
2616,3.783991301,0.000154333
3119,3.778853286,0.000157552
1798,-3.777707011,0.000158279
1565,-3.776998467,0.00015873
1289,3.772263923,0.000161773
1333,3.770410873,0.000162979
1315,3.768949639,0.000163936
856,-3.768587625,0.000164174
1288,3.768148192,0.000164463
1090,-3.767791772,0.000164698
876,3.766634689,0.000165463
1499,-3.766427456,0.0001656
2288,-3.764437466,0.000166924
1726,3.761072538,0.000169186
3527,3.750374767,0.00017657
3401,3.746153686,0.000179567
287,-3.74042821,0.000183707
1316,3.732232358,0.00018979
2354,-3.730705142,0.000190945
3362,-3.730705142,0.000190945
3004,3.729376361,0.000191954
2319,3.725874056,0.00019464
3208,-3.723807875,0.00019624
2387,3.711028331,0.000206419
648,3.710612826,0.000206758
1626,3.708721559,0.000208308
2972,-3.70737181,0.000209421
2182,3.702176815,0.000213758
1338,-3.700526065,0.000215153
1234,3.698976977,0.00021647
3022,3.698651498,0.000216748
152,3.698167186,0.000217162
498,3.696940449,0.000218214
540,3.696824685,0.000218313
1941,3.696078714,0.000218955
543,3.695547591,0.000219413
1498,-3.692209269,0.000222314
989,-3.690560632,0.00022376
12,-3.688397718,0.000225671
2619,3.688131651,0.000225907
193,-3.685247133,0.000228481
2297,3.681466922,0.000231896
1108,-3.680002965,0.000233231
1179,3.675567446,0.000237321
3387,3.673087541,0.000239637
3705,3.672479883,0.000240208
2849,3.671177505,0.000241436
3178,3.668786222,0.000243705
1031,3.665911999,0.000246459
445,3.659659687,0.00025255
1825,3.658630862,0.000253566
1019,3.654804543,0.000257378
1347,3.65118541,0.000261033
634,3.651119951,0.000261099
682,-3.646718527,0.000265611
1070,3.641837009,0.000270699
355,3.641698229,0.000270845
484,-3.638881951,0.000273824
403,3.636792301,0.000276054
910,3.633391093,0.000279721
3297,3.633391093,0.000279721
3437,3.633391093,0.000279721
941,3.63302911,0.000280113
305,-3.630888447,0.000282447
988,-3.625240452,0.000288693
474,3.625154989,0.000288788
2098,3.625154989,0.000288788
2342,3.625154989,0.000288788
1276,3.621834733,0.000292521
1716,3.615105241,0.000300226
36,3.613644959,0.000301922
519,3.606542093,0.000310305
3126,3.605498539,0.000311554
3447,3.605498539,0.000311554
3240,3.604533696,0.000312714
1285,-3.599441072,0.000318902
1105,3.597114382,0.000321767
1721,3.597114382,0.000321767
3418,3.596294602,0.000322782
3150,3.59479043,0.000324653
61,3.590153697,0.000330483
2998,-3.589208963,0.000331683
293,3.586657712,0.000334944
3420,3.584625899,0.000337562
1601,-3.584274556,0.000338016
1356,3.581734037,0.000341321
1095,3.575753643,0.00034922
3431,3.574994092,0.000350236
3522,3.571515981,0.000354921
3402,3.57023314,0.000356664
2525,3.569647288,0.000357462
2940,-3.568455495,0.000359092
3059,3.567128099,0.000360915
1587,3.565536999,0.000363112
2695,-3.564651799,0.00036434
2699,3.560157193,0.000370633
976,3.558603973,0.000372831
288,3.557948976,0.000373762
337,-3.55217853,0.000382056
3385,3.551769461,0.00038265
1044,-3.551567885,0.000382943
1431,3.548583512,0.000387309
865,3.547692911,0.000388621
2360,3.54507191,0.000392506
1045,-3.538997958,0.000401649
1824,-3.529128324,0.000416931
1178,-3.527273568,0.000419863
3596,-3.523217075,0.000426342
1826,3.522437982,0.000427597
3443,3.52152422,0.000429073
1594,3.520194194,0.000431231
459,-3.519817066,0.000431845
2276,3.515336951,0.000439196
1325,3.514663303,0.000440312
1739,3.514417813,0.000440719
2594,-3.507325459,0.000452635
1212,-3.505810017,0.00045522
1317,3.505791668,0.000455251
1435,3.501462915,0.000462711
1323,-3.500674766,0.000464082
2549,3.500296572,0.000464741
242,3.496861964,0.000470765
918,3.496145365,0.000472031
237,-3.495018296,0.000474029
801,3.494784122,0.000474445
2471,3.49442409,0.000475086
1935,3.490669089,0.000481813
3675,3.490145901,0.000482757
2952,3.49012943,0.000482787
1447,3.485854363,0.000490568
2357,3.485505611,0.000491208
1837,3.484293697,0.000493438
2757,3.48359782,0.000494722
386,3.483478276,0.000494943
2339,3.4772868,0.000506516
3430,-3.476575168,0.000507862
3279,3.473200663,0.000514291
57,3.472784131,0.000515089
2836,3.472784131,0.000515089
2834,3.471145032,0.000518244
1286,3.465460868,0.000529324
2636,-3.461543206,0.000537088
1784,3.461088362,0.000537996
52,3.459739574,0.000540698
942,3.459580235,0.000541018
2641,3.459322187,0.000541537
2632,3.45861407,0.000542962
158,3.458319173,0.000543557
1738,-3.457015615,0.000546193
931,3.456548359,0.000547141
1331,3.450773616,0.000558982
1004,3.437490318,0.000587132
3342,-3.435212916,0.000592088
1497,3.429308671,0.000605121
55,3.42712844,0.00061
2980,3.425532404,0.000613596
740,-3.422165109,0.000621246
464,-3.42153029,0.000622698
1745,3.418588272,0.000629469
3543,3.413191304,0.000642069
1074,3.407098758,0.000656574
2645,3.406277866,0.000658551
1678,-3.403828197,0.000664485
1395,3.403417506,0.000665485
1133,3.397201011,0.000680789
2631,3.397128655,0.000680969
854,-3.396538585,0.000682439
2366,-3.387210972,0.000706071
1344,-3.386713557,0.000707352
1064,-3.385358077,0.000710855
1115,-3.383947238,0.000714517
565,-3.37301577,0.000743497
1516,3.370337971,0.00075076
2728,-3.367610869,0.000758225
922,3.363343296,0.000770045
3665,3.363286313,0.000770204
3068,-3.362063544,0.000773623
3031,3.353495345,0.000797978
11,3.351606243,0.000803442
2345,-3.348953224,0.000811175
3155,3.346886487,0.000817247
1676,3.34620457,0.000819259
1009,3.341622785,0.000832902
1011,-3.337791814,0.00084447
1572,-3.330977219,0.000865417
1733,3.330437488,0.000867096
2160,3.33023222,0.000867736
839,3.327786168,0.00087539
200,-3.32752056,0.000876225
2949,3.326094101,0.000880722
463,3.318285996,0.000905717
3101,-3.311401175,0.0009283
974,3.307300169,0.000941999
2323,3.30491018,0.000950068
3602,3.302290804,0.000958986
1453,-3.301170864,0.000962822
1588,3.30088922,0.000963789
973,3.30027136,0.000965914
3008,3.298724281,0.000971253
1065,3.295791706,0.000981448
2711,3.295712234,0.000981725
715,3.291347498,0.000997087
3605,3.286701963,0.001013681
1176,-3.284671001,0.001021015
1293,-3.282322786,0.001029557
3209,3.280196404,0.001037348
1159,3.279593298,0.001039568
1194,-3.272430602,0.00106627
1625,3.272418739,0.001066315
1773,-3.271564719,0.001069541
1671,-3.269583573,0.001077059
1744,3.262663611,0.001103704
1156,-3.251487633,0.001148028
3441,-3.249817856,0.001154789
159,3.244944813,0.001174734
633,3.236337502,0.001210741
1034,-3.23440517,0.001218964
3325,-3.234199806,0.001219841
1672,-3.23414297,0.001220084
1527,-3.230346497,0.001236403
408,3.229272883,0.001241054
2333,-3.228898118,0.001242682
925,3.219526264,0.001284026
1802,3.21942517,0.001284479
2988,3.216857321,0.00129603
792,3.215555122,0.001301925
3304,3.215285535,0.001303148
1607,-3.21319726,0.001312661
2727,3.208564328,0.001333995
3595,-3.20582942,0.001346738
330,3.205387883,0.001348806
84,3.195279657,0.001396954
907,3.194481231,0.001400824
987,-3.193068429,0.001407696
2000,3.186584984,0.001439632
1580,3.18132092,0.001466051
3180,-3.180707502,0.001469159
643,-3.177487862,0.001485569
2657,-3.173637727,0.001505415
1229,3.17305504,0.001508439
2649,3.171725136,0.001515364
447,3.170266092,0.001522994
1112,-3.169883477,0.001525001
476,3.160596252,0.001574466
3056,-3.159694326,0.001579347
2596,-3.158605127,0.001585261
686,3.158354329,0.001586626
1722,3.153146037,0.00161521
3188,-3.147589287,0.001646228
1539,-3.14637151,0.001653099
1318,3.143273767,0.001670695
3269,-3.140625891,0.001685872
1531,-3.139711873,0.001691141
873,3.136354171,0.001710625
1404,3.133489799,0.001727409
1292,3.133181046,0.001729227
880,3.131794007,0.001737417
3542,-3.130812745,0.001743233
2646,-3.130780119,0.001743426
2852,3.126205544,0.001770777
2334,3.124515668,0.00178098
3661,-3.119382956,0.001812302
1507,-3.118962747,0.001814889
3281,-3.11404851,0.001845391
1226,3.108636927,0.001879525
3006,3.106854844,0.001890892
1024,-3.105967094,0.001896578
721,-3.105351457,0.001900531
2048,-3.104915451,0.001903334
3190,3.104710815,0.001904651
2047,-3.103407986,0.001913057
2705,-3.103407986,0.001913057
667,3.090302939,0.001999524
2343,3.090159029,0.002000494
514,3.087968143,0.002015301
2654,3.081174527,0.002061858
1705,3.067885984,0.002155789
916,3.067341991,0.002159716
791,3.064232099,0.002182295
3176,3.056237541,0.002241336
940,3.055593577,0.002246155
1284,3.055228367,0.002248892
2881,3.053168837,0.002264385
1608,3.048608445,0.002299039
1661,-3.046464386,0.002315499
1050,3.044138798,0.002333475
3207,3.041757408,0.002352014
2595,-3.041645839,0.002352886
1573,3.039959169,0.002366102
1016,-3.038847924,0.002374847
2829,3.034927217,0.002405937
2329,3.022837961,0.002504163
913,3.021165945,0.002518033
48,3.021125598,0.002518369
1166,-3.019854671,0.00252896
1066,-3.012736927,0.002589032
500,-3.008908748,0.002621879
172,3.007307442,0.00263573
1193,-3.004502963,0.002660152
992,-3.00118971,0.00268927
1787,3.000742596,0.002693221
2096,2.999937821,0.002700347
1728,-2.995198075,0.002742667
2473,-2.994434297,0.002749543
1750,2.988199253,0.002806265
1309,2.984258513,0.002842665
2347,2.98318122,0.00285269
1717,2.97311641,0.002947926
1828,-2.970738296,0.002970848
1334,-2.969062707,0.002987096
335,-2.965151355,0.00302534
1945,2.964702612,0.003029757
297,2.961398053,0.003062459
1223,-2.956615567,0.003110356
1598,-2.955996283,0.003116608
868,2.955138994,0.003125282
2442,2.955006012,0.00312663
1928,2.95477691,0.003128952
1217,-2.948283292,0.003195441
331,2.946034734,0.003218763
1639,2.944358149,0.003236253
1164,-2.942295111,0.003257893
2883,2.940161617,0.003280411
1505,-2.936423771,0.003320204
1266,2.934316202,0.003342835
3330,2.934316202,0.003342835
3277,2.928982403,0.003400737
1642,2.923514568,0.00346104
552,-2.918912795,0.003512545
2521,2.912624546,0.003584052
3055,-2.908507484,0.003631585
2266,2.907002304,0.003649105
1934,2.905413222,0.003667685
3439,2.905413222,0.003667685
452,2.902138009,0.003706252
3061,-2.898523294,0.003749245
1010,-2.897680336,0.003759335
894,2.896833219,0.003769501
3524,-2.892433197,0.003822705
2344,-2.890541271,0.00384579
3177,2.890288347,0.003848886
1056,2.889652141,0.003856683
338,-2.884886472,0.003915548
2941,-2.883708774,0.00393022
2953,2.883573486,0.003931909
1335,2.881528316,0.003957517
328,-2.880812402,0.003966516
1255,-2.880341238,0.00397245
901,-2.879442957,0.003983784
798,2.878961951,0.003989865
156,2.869135155,0.004115959
3433,-2.864157998,0.004181194
220,2.863419545,0.004190952
27,2.86325157,0.004193175
2831,2.863181572,0.004194101
871,2.861512773,0.004216245
3110,2.852489545,0.004337824
2900,2.852309653,0.00434028
3300,2.840416345,0.004505469
889,2.839827266,0.004513797
1092,-2.838140769,0.004537717
2903,2.834598834,0.004588326
1737,-2.828790379,0.004672429
895,-2.825759152,0.004716872
934,2.813439986,0.004901453
1127,-2.79827473,0.005137639
3419,2.793216251,0.005218679
3584,-2.78912787,0.005285019
1832,-2.788829956,0.005289883
1180,-2.788111622,0.005301627
2295,-2.787738779,0.005307732
2040,2.779115892,0.005450707
88,2.774205395,0.005533673
3528,-2.771326172,0.005582847
3305,-2.770281984,0.005600778
2880,2.765997937,0.005674889
525,-2.764258837,0.005705226
2652,2.761623243,0.005751481
1779,-2.758313766,0.00581004
1363,-2.753958218,0.005887928
254,-2.750257594,0.005954843
744,-2.750257594,0.005954843
3278,2.746365726,0.006025955
1006,-2.7364472,0.006210656
3274,2.732367052,0.006288104
3322,-2.730230158,0.006329012
2275,2.729992863,0.00633357
206,2.724854601,0.006432981
3356,2.719493608,0.006538196
3474,2.716671919,0.006594194
1055,-2.714094916,0.006645712
3069,-2.713114344,0.00666541
2621,-2.712089443,0.006686055
3535,2.704383395,0.006843128
1062,2.697422061,0.006987864
2947,-2.69154323,0.007112228
2285,2.691434406,0.007114549
1752,-2.688925998,0.007168231
415,-2.688793464,0.007171077
1366,2.688747004,0.007172075
2180,-2.687774566,0.007192994
1184,2.687592715,0.007196912
1547,2.686558528,0.00721923
3183,-2.683935491,0.007276114
1042,2.683724552,0.007280706
926,2.680458833,0.007352131
1130,2.671801485,0.007544527
1320,-2.670884026,0.007565178
1627,2.664183053,0.007717555
3100,-2.655178792,0.007926638
2553,-2.649080102,0.00807112
2445,2.636468545,0.008377397
2298,2.632437768,0.008477455
1512,-2.629819422,0.008543023
1564,-2.626582311,0.008624713
2171,2.61857026,0.008829911
248,-2.614464773,0.008936738
1991,2.602365327,0.009258317
3343,2.601779051,0.009274158
1484,2.589220863,0.009619338
1321,2.588099499,0.00965071
890,2.585455697,0.009725037
1561,-2.583040977,0.009793369
30,-2.575656111,0.01000501
511,-2.574411898,0.010041066
298,2.571457262,0.010127151
1152,-2.569021515,0.010198613
2967,2.568754025,0.010206488
3641,2.566274754,0.010279737
3073,-2.561160848,0.010432304
849,2.560289934,0.010458487
504,2.55744515,0.010544419
698,2.55744515,0.010544419
1204,2.55744515,0.010544419
373,-2.546622027,0.010877118
2441,-2.544956027,0.01092915
1371,2.543137426,0.010986201
2461,2.5401157,0.01108158
3117,2.539432234,0.011103255
3465,-2.537787365,0.011155574
2164,2.535666693,0.01122335
2162,2.535285564,0.011235569
488,2.533938032,0.011278868
